NMI,NMIConfiguration,RegisterID,NMISuffix,MDMDataStreamIdentifier,MeterSerialNumber,UOM,IntervalLength,NextScheduledReadDate,Staging100Id,FileId
8000001052,B1E1K1Q1,003,B1,N1,C613583,KWH,15,,09c4ae58-35dc-433f-973f-31689982062b,17aee18e-9e41-45d3-a0d9-efc7aa804055
