TransCode,RetServiceOrder,ReadDateTime,IndexRead,Staging300Id,FileId
N,,2016-11-14 01:00,002435.85,453db9af-1ff5-4165-9c6d-d03c3a60d149,ee5b43f6-7241-4895-b3a4-1189034dd61c
