IntervalDate,IntervalValue1,IntervalValue2,IntervalValue3,IntervalValue4,IntervalValue5,IntervalValue6,IntervalValue7,IntervalValue8,IntervalValue9,IntervalValue10,IntervalValue11,IntervalValue12,IntervalValue13,IntervalValue14,IntervalValue15,IntervalValue16,IntervalValue17,IntervalValue18,IntervalValue19,IntervalValue20,IntervalValue21,IntervalValue22,IntervalValue23,IntervalValue24,IntervalValue25,IntervalValue26,IntervalValue27,IntervalValue28,IntervalValue29,IntervalValue30,IntervalValue31,IntervalValue32,IntervalValue33,IntervalValue34,IntervalValue35,IntervalValue36,IntervalValue37,IntervalValue38,IntervalValue39,IntervalValue40,IntervalValue41,IntervalValue42,IntervalValue43,IntervalValue44,IntervalValue45,IntervalValue46,IntervalValue47,IntervalValue48,IntervalValue49,IntervalValue50,IntervalValue51,IntervalValue52,IntervalValue53,IntervalValue54,IntervalValue55,IntervalValue56,IntervalValue57,IntervalValue58,IntervalValue59,IntervalValue60,IntervalValue61,IntervalValue62,IntervalValue63,IntervalValue64,IntervalValue65,IntervalValue66,IntervalValue67,IntervalValue68,IntervalValue69,IntervalValue70,IntervalValue71,IntervalValue72,IntervalValue73,IntervalValue74,IntervalValue75,IntervalValue76,IntervalValue77,IntervalValue78,IntervalValue79,IntervalValue80,IntervalValue81,IntervalValue82,IntervalValue83,IntervalValue84,IntervalValue85,IntervalValue86,IntervalValue87,IntervalValue88,IntervalValue89,IntervalValue90,IntervalValue91,IntervalValue92,IntervalValue93,IntervalValue94,IntervalValue95,IntervalValue96,UpdateDateTime,MSATSLoadDateTime,Staging200Id,FileId
2016-11-14 00:00,0.021,0.021,0.021,0.019,0.021,0.020,0.021,0.021,0.020,0.022,0.022,0.021,0.020,0.021,0.020,0.020,0.020,0.021,0.019,0.022,0.021,0.021,0.021,0.021,0.020,0.019,0.019,0.020,0.019,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.042,0.038,0.034,0.030,0.025,0.022,0.022,0.022,0.022,0.022,0.021,0.019,2016-11-15 17:52,,3e0cf676-ad70-4b20-a574-485e4f121bef,85b3c4be-081e-453d-8451-4e61f9e95a88
