StartInterval,EndInterval,QualityMethod,ReasonCode,ReasonDescription,Staging300Id,FileId
1,96,S15,76,,85b3c4be-081e-453d-8451-4e61f9e95a88,a9014ada-1396-4a53-b809-26b331b793ba
